Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
456,Yeremi Pino,es ESP,MFFW,Villarreal,18,2002,31,21,1678,18.6,6,4,6,0,0,2,0,0.32,0.21,0.54,0.32,0.54,6.2,6.2,3.2,9.4,0.33,0.17,0.50,0.33,0.50,Matches,540ec57b
457,Gerard Piqué,es ESP,DF,Barcelona,34,1987,27,25,2092,23.2,1,0,1,0,0,10,1,0.04,0.00,0.04,0.04,0.04,2.1,2.1,0.1,2.1,0.09,0.00,0.09,0.09,0.09,Matches,adfc9123
458,Ezequiel Ponce,ar ARG,FW,Elche,24,1997,13,5,667,7.4,1,0,1,0,0,1,1,0.13,0.00,0.13,0.13,0.13,2.0,2.0,0.3,2.3,0.28,0.04,0.32,0.28,0.32,Matches,ccbbe661
459,Pere Pons,es ESP,MF,Alavés,28,1993,27,17,1366,15.2,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,2.0,2.0,0.6,2.6,0.13,0.04,0.17,0.13,0.17,Matches,29b61deb
460,Portu,es ESP,FWMF,Real Sociedad,29,1992,37,17,1590,17.7,1,2,0,1,1,5,0,0.06,0.11,0.17,0.00,0.11,3.1,2.3,2.0,4.3,0.17,0.11,0.28,0.13,0.24,Matches,1bda5842
461,Sergio Postigo,es ESP,DF,Levante,32,1988,13,10,848,9.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches,474ecac8
462,Darío Poveda,es ESP,FWMF,Getafe,24,1997,15,3,380,4.2,1,0,1,0,0,0,0,0.24,0.00,0.24,0.24,0.24,0.2,0.2,0.1,0.3,0.04,0.03,0.07,0.04,0.07,Matches,cbdf7d5c
463,José Pozo,es ESP,MF,Rayo Vallecano,25,1996,5,0,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5,0.16,0.43,0.60,0.16,0.60,Matches,fc8b614b
464,Abdón Prats,es ESP,FW,Mallorca,28,1992,23,6,641,7.1,3,0,3,0,0,3,0,0.42,0.00,0.42,0.42,0.42,2.0,2.0,0.4,2.3,0.27,0.05,0.32,0.27,0.32,Matches,d1b060e2
465,Alejandro Primo,es ESP,GK,Levante,17,2004,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f38284bb
466,Javi Puado,es ESP,FWMF,Espanyol,23,1998,30,26,2245,24.9,4,1,4,0,0,5,0,0.16,0.04,0.20,0.16,0.20,4.9,4.9,1.2,6.1,0.19,0.05,0.24,0.19,0.24,Matches,2683eda7
467,Pubill,es ESP,DF,Levante,18,2003,11,5,512,5.7,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,1.0,1.0,0.2,1.3,0.18,0.04,0.22,0.18,0.22,Matches,365113c0
468,Antonio Puertas,es ESP,MFFW,Granada,29,1992,33,25,2261,25.1,6,1,6,0,0,4,0,0.24,0.04,0.28,0.24,0.28,3.6,3.6,0.9,4.5,0.14,0.04,0.18,0.14,0.18,Matches,c77a8043
469,Riqui Puig,es ESP,MF,Barcelona,21,1999,15,2,487,5.4,1,0,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,0.7,0.7,0.3,1.0,0.13,0.05,0.18,0.13,0.18,Matches,f090a37a
470,Yacine Qasmi,ma MAR,MF,Rayo Vallecano,30,1991,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3b3cbebb
471,Quini,es ESP,DF,Granada,31,1989,32,27,2304,25.6,0,1,0,0,0,11,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,1.3,1.9,0.02,0.05,0.07,0.02,0.07,Matches,7a538238
472,Dani Raba,es ESP,MFFW,Villarreal,25,1995,7,0,89,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.27,0.27,0.00,0.27,Matches,ea6a7ab4
473,Dani Raba,es ESP,MFFW,Granada,25,1995,2,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ea6a7ab4
474,Uroš Račić,rs SRB,MF,Valencia,23,1998,28,13,1206,13.4,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.7,1.7,0.07,0.05,0.12,0.07,0.12,Matches,faed84db
475,Nemanja Radoja,rs SRB,MF,Levante,28,1993,19,17,1214,13.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.02,0.04,0.06,0.02,0.06,Matches,b5dd3469
476,Rafinha,br BRA,MFFW,Real Sociedad,28,1993,17,13,1050,11.7,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,2.3,2.3,0.7,2.9,0.19,0.06,0.25,0.19,0.25,Matches,0c2ac3cb
477,Antonio Raillo,es ESP,DF,Mallorca,29,1991,17,17,1530,17.0,2,0,2,0,0,8,0,0.12,0.00,0.12,0.12,0.12,1.1,1.1,0.0,1.1,0.06,0.00,0.06,0.06,0.06,Matches,b857bd29
478,Ivan Rakitić,hr CRO,MF,Sevilla,33,1988,35,26,2182,24.2,4,6,3,1,2,5,0,0.16,0.25,0.41,0.12,0.37,3.4,1.9,2.8,4.7,0.14,0.11,0.26,0.08,0.19,Matches,89f951b5
479,Jonás Ramalho,es ESP,DF,Osasuna,28,1993,3,3,243,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,be3a0121
480,Sandro Ramírez,es ESP,FW,Getafe,26,1995,29,19,1462,16.2,3,0,3,0,0,7,0,0.18,0.00,0.18,0.18,0.18,2.8,2.8,0.8,3.6,0.17,0.05,0.22,0.17,0.22,Matches,833fb62e
481,Raúl,es ESP,FW,Betis,20,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,18f0a9f0
482,Lluís Recasens,es ESP,DF,Espanyol,19,2002,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c31ea173
483,Manolo Reina,es ESP,GK,Mallorca,36,1985,21,21,1890,21.0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Matches,605eb473
484,Karim Rekik,nl NED,DF,Sevilla,26,1994,18,11,1098,12.2,0,2,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.4,0.4,0.3,0.7,0.03,0.03,0.06,0.03,0.06,Matches,3376a776
485,Álex Remiro,es ESP,GK,Real Sociedad,26,1995,35,35,3150,35.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,374ee424
486,Nico Ribaudo,es ESP,MFFW,Espanyol,20,2001,31,7,1116,12.4,2,0,2,0,0,5,1,0.16,0.00,0.16,0.16,0.16,1.0,1.0,1.3,2.2,0.08,0.10,0.18,0.08,0.18,Matches,ce8039aa
487,Diego Rico,es ESP,DF,Real Sociedad,28,1993,21,19,1644,18.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.9,1.1,0.01,0.05,0.06,0.01,0.06,Matches,d9ba39fc
488,Sergio Rico,es ESP,GK,Mallorca,27,1993,14,14,1260,14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5f0241b2
489,Luis Rioja,es ESP,FWMF,Alavés,27,1993,37,36,3111,34.6,1,3,1,0,0,3,0,0.03,0.09,0.12,0.03,0.12,3.1,3.1,4.8,7.9,0.09,0.14,0.23,0.09,0.23,Matches,eb3dd471
490,Rober,es ESP,DF,Levante,26,1995,27,21,2010,22.3,1,0,1,0,0,5,1,0.04,0.00,0.04,0.04,0.04,1.4,1.4,0.4,1.8,0.06,0.02,0.08,0.06,0.08,Matches,c00097d2
491,Sergi Roberto,es ESP,MFDF,Barcelona,29,1992,9,4,400,4.4,2,1,2,0,0,1,0,0.45,0.23,0.68,0.45,0.68,1.6,1.6,0.3,2.0,0.36,0.08,0.44,0.36,0.44,Matches,335fa267
492,Rubén Rochina,es ESP,MFFW,Granada,30,1991,15,8,743,8.3,1,3,1,0,0,3,0,0.12,0.36,0.48,0.12,0.48,0.6,0.6,0.7,1.3,0.07,0.08,0.16,0.07,0.16,Matches,ecd8c01e
493,Enzo Roco,cl CHI,DF,Elche,28,1992,30,29,2552,28.4,1,0,1,0,0,10,0,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.1,1.2,0.04,0.00,0.04,0.04,0.04,Matches,37f827ec
494,Rodrigo,es ESP,FW,Betis,21,2000,21,10,881,9.8,1,2,1,0,0,1,0,0.10,0.20,0.31,0.10,0.31,1.3,1.3,1.6,2.9,0.13,0.16,0.30,0.13,0.30,Matches,85bed4ee
495,Kévin Rodrigues,pt POR,DFFW,Rayo Vallecano,27,1994,13,5,435,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.03,0.02,0.03,Matches,f1bed920
496,Ángel Rodríguez,es ESP,FW,Mallorca,34,1987,29,19,1544,17.2,3,2,3,0,0,4,0,0.17,0.12,0.29,0.17,0.29,4.8,4.8,1.3,6.1,0.28,0.08,0.36,0.28,0.36,Matches,8cfc2f69
497,Óscar Rodríguez Arnaiz,es ESP,MFFW,Getafe,23,1998,18,9,943,10.5,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,1.1,1.1,1.5,2.6,0.10,0.14,0.24,0.10,0.24,Matches,19709006
498,Óscar Rodríguez Arnaiz,es ESP,FWMF,Sevilla,23,1998,11,4,417,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.2,2.1,0.18,0.26,0.44,0.18,0.44,Matches,19709006
499,Dani Rodríguez,es ESP,MFFW,Mallorca,33,1988,36,33,2832,31.5,3,3,3,0,0,7,0,0.10,0.10,0.19,0.10,0.19,2.8,2.8,3.0,5.8,0.09,0.09,0.18,0.09,0.18,Matches,70f8e0bd
500,Guido Rodríguez,ar ARG,MF,Betis,27,1994,32,29,2529,28.1,1,2,1,0,0,9,1,0.04,0.07,0.11,0.04,0.11,1.0,1.0,0.4,1.4,0.03,0.02,0.05,0.03,0.05,Matches,34e393f2
501,Rodrygo,br BRA,FW,Real Madrid,20,2001,33,17,1523,16.9,4,4,4,0,0,4,0,0.24,0.24,0.47,0.24,0.47,4.6,4.6,1.6,6.2,0.27,0.09,0.36,0.27,0.36,Matches,8f5e92a6
502,Leonardo Román,es ESP,GK,Mallorca,21,2000,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,924ff27e
503,Iván Romero,es ESP,FW,Sevilla,20,2001,5,2,178,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.27,0.00,0.27,0.27,0.27,Matches,2fbe6af0
504,Unai Ropero,es ESP,MF,Alavés,19,2001,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7868c973
505,Rubén,es ESP,DF,Espanyol,20,2001,4,1,150,1.7,0,1,0,0,0,0,0,0.00,0.60,0.60,0.00,0.60,0.0,0.0,0.5,0.5,0.01,0.27,0.28,0.01,0.28,Matches,35d4f151
506,Aitor Ruibal,es ESP,FWDF,Betis,25,1996,19,9,856,9.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.7,2.0,0.13,0.08,0.21,0.13,0.21,Matches,a55d8df5
507,Isma Ruiz,es ESP,MF,Granada,20,2001,8,3,283,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.03,0.05,0.08,0.03,0.08,Matches,6e36226f
508,Víctor Ruiz,es ESP,DF,Betis,32,1989,18,17,1424,15.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.1,0.06,0.01,0.07,0.06,0.07,Matches,b3dc6eca
509,Gerónimo Rulli,ar ARG,GK,Villarreal,29,1992,32,32,2880,32.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,625c144a
510,Franco Russo,ar ARG,DF,Mallorca,26,1994,19,17,1464,16.3,1,0,1,0,0,7,2,0.06,0.00,0.06,0.06,0.06,0.2,0.2,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Matches,b75ac54b
511,Mathew Ryan,au AUS,GK,Real Sociedad,29,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4535e4bb
512,Youssouf Sabaly,sn SEN,DF,Betis,28,1993,10,9,788,8.8,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.6,0.7,0.01,0.07,0.08,0.01,0.08,Matches,fbbb9269
513,Salvi,es ESP,MFFW,Cádiz,30,1991,23,17,1395,15.5,2,1,2,0,1,3,1,0.13,0.06,0.19,0.13,0.19,3.0,2.2,1.4,3.6,0.19,0.09,0.28,0.14,0.23,Matches,405f267a
514,Fede San Emeterio,es ESP,MF,Cádiz,24,1997,12,10,830,9.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.05,0.05,0.00,0.05,Matches,efecd633
515,Oihan Sancet,es ESP,FW,Athletic Club,21,2000,27,16,1422,15.8,6,4,6,0,0,2,0,0.38,0.25,0.63,0.38,0.63,2.6,2.6,2.8,5.3,0.16,0.18,0.34,0.16,0.34,Matches,bdb624a3
516,Antonio Sánchez,es ESP,MFFW,Mallorca,24,1997,29,19,1616,18.0,1,0,1,0,0,3,1,0.06,0.00,0.06,0.06,0.06,1.3,1.3,0.3,1.6,0.07,0.02,0.09,0.07,0.09,Matches,a254bbe0
517,Germán Sánchez,es ESP,DF,Granada,34,1986,32,25,2299,25.5,2,1,2,0,0,11,1,0.08,0.04,0.12,0.08,0.12,1.3,1.3,0.2,1.6,0.05,0.01,0.06,0.05,0.06,Matches,ea9b2ef9
518,Juan Sánchez,es ESP,MF,Sevilla,17,2003,1,0,5,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ff4f78e1
519,Manuel Sánchez,es ESP,DF,Osasuna,20,2000,33,25,2257,25.1,1,3,1,0,0,6,0,0.04,0.12,0.16,0.04,0.16,0.4,0.4,2.0,2.4,0.02,0.08,0.09,0.02,0.09,Matches,ffacd3d5
520,Oier Sanjurjo,es ESP,MF,Osasuna,35,1986,25,8,758,8.4,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.6,0.6,0.2,0.8,0.07,0.02,0.09,0.07,0.09,Matches,466824fb
521,Jesús Santiago,es ESP,MF,Valencia,17,2004,3,0,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,bc49fd34
522,Sergio Santos,es ESP,DF,Real Madrid,20,2001,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.32,0.32,0.00,0.32,Matches,cf59e05f
523,Alvaro Sanz,es ESP,MF,Barcelona,20,2001,2,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches,eaefa2d0
524,Marcelo Saracchi,uy URU,DF,Levante,23,1998,4,2,186,2.1,0,1,0,0,0,2,0,0.00,0.48,0.48,0.00,0.48,0.0,0.0,0.3,0.3,0.00,0.15,0.15,0.00,0.15,Matches,1c96ad85
525,Joan Sastre Vanrell,es ESP,DF,Mallorca,24,1997,7,2,258,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,f9acf8bf
526,Esteban Saveljich,me MNE,DF,Rayo Vallecano,30,1991,21,21,1700,18.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,1.1,0.04,0.01,0.06,0.04,0.06,Matches,79f2a5f5
527,Stefan Savić,me MNE,DF,Atlético Madrid,30,1991,28,28,2440,27.1,0,0,0,0,0,12,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.1,1.9,0.07,0.00,0.07,0.07,0.07,Matches,f6ac68c1
528,Valentino Scotta,es ESP,DF,Sevilla,19,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,98529579
529,Aleksandar Sedlar,rs SRB,DFMF,Mallorca,29,1991,10,3,404,4.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,a35134ae
530,Javier Serrano,es ESP,MF,Atlético Madrid,18,2003,5,1,68,0.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0a8fd9cb
531,Nicolás Serrano,es ESP,MF,Athletic Club,18,2003,14,3,317,3.5,1,0,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,0.5,0.5,0.1,0.6,0.15,0.03,0.18,0.15,0.18,Matches,2ad0e5e5
532,Salva Sevilla,es ESP,MF,Mallorca,37,1984,28,17,1507,16.7,5,3,1,4,4,2,0,0.30,0.18,0.48,0.06,0.24,4.6,1.5,2.8,4.3,0.27,0.17,0.44,0.09,0.26,Matches,75bd85ea
533,David Silva,es ESP,MF,Real Sociedad,35,1986,25,22,1720,19.1,2,4,2,0,0,4,1,0.10,0.21,0.31,0.10,0.31,2.7,2.7,4.4,7.1,0.14,0.23,0.37,0.14,0.37,Matches,e2716bd0
534,Jonathan Silva,ar ARG,DFMF,Getafe,27,1994,9,1,226,2.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.04,0.05,0.01,0.05,Matches,f2308b33
535,Rui Silva,pt POR,GK,Betis,27,1994,22,21,1964,21.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ea83bfa6
536,Giuliano Simeone,ar ARG,DF,Atlético Madrid,18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a6536561
537,Unai Simón,es ESP,GK,Athletic Club,24,1997,34,34,3060,34.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5dcf3e90
538,Antonio Sivera,es ESP,GK,Alavés,24,1996,4,3,277,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9970da54
539,Rubén Sobrino,es ESP,FWMF,Cádiz,29,1992,33,19,1861,20.7,4,1,4,0,0,4,0,0.19,0.05,0.24,0.19,0.24,6.3,6.3,1.9,8.2,0.31,0.09,0.40,0.30,0.40,Matches,19b776e9
540,Rubén Sobrino,es ESP,MF,Valencia,29,1992,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,19b776e9
541,Alex Sola,es ESP,DFFW,Real Sociedad,22,1999,2,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.20,0.18,0.38,0.20,0.38,Matches,5fa714d5
542,Augusto Solari,ar ARG,MFDF,Celta Vigo,29,1992,26,4,714,7.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.05,0.05,0.10,0.05,0.10,Matches,3ca6106c
543,Roberto Soldado,es ESP,FW,Levante,36,1985,18,7,664,7.4,3,2,3,0,0,7,2,0.41,0.27,0.68,0.41,0.68,3.5,3.5,0.9,4.4,0.47,0.12,0.59,0.47,0.59,Matches,9d66fbe3
544,Carlos Soler,es ESP,MF,Valencia,24,1997,32,28,2474,27.5,11,5,4,7,7,4,0,0.40,0.18,0.58,0.15,0.33,8.1,2.8,4.5,7.3,0.30,0.16,0.46,0.10,0.26,Matches,fed17f5a
545,Son,es ESP,DF,Levante,27,1994,26,22,1971,21.9,1,0,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05,1.2,1.2,1.6,2.8,0.05,0.07,0.13,0.05,0.13,Matches,037dbd30
546,David Soria,es ESP,GK,Getafe,28,1993,38,38,3414,37.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8f8c6934
547,Alexander Sørloth,no NOR,FW,Real Sociedad,25,1995,33,20,1763,19.6,4,0,4,0,0,2,0,0.20,0.00,0.20,0.20,0.20,6.5,6.5,2.6,9.1,0.33,0.13,0.47,0.33,0.47,Matches,e92cd3f7
548,Alberto Soro,es ESP,MFFW,Granada,22,1999,16,7,578,6.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.6,1.2,0.10,0.09,0.19,0.10,0.19,Matches,452c3055
549,Hugo Sotelo,es ESP,MF,Celta Vigo,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3aa74860
550,Damián Suárez,uy URU,DF,Getafe,33,1988,35,31,2711,30.1,0,3,0,0,0,13,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,2.9,3.4,0.02,0.10,0.11,0.02,0.11,Matches,ba5004e1
551,Denis Suárez,es ESP,MF,Celta Vigo,27,1994,38,33,2819,31.3,4,6,4,0,0,4,0,0.13,0.19,0.32,0.13,0.32,1.9,1.9,4.6,6.6,0.06,0.15,0.21,0.06,0.21,Matches,12c50af5
552,Luis Suárez,uy URU,FW,Atlético Madrid,34,1987,35,20,1835,20.4,11,2,9,2,3,7,0,0.54,0.10,0.64,0.44,0.54,9.0,6.8,1.7,8.4,0.44,0.08,0.53,0.33,0.41,Matches,a6154613
553,Mario Suárez,es ESP,DF,Rayo Vallecano,34,1987,14,8,712,7.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.11,0.01,0.12,0.11,0.12,Matches,7106f0a0
554,Suso,es ESP,FW,Sevilla,27,1993,8,6,384,4.3,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.2,0.2,0.4,0.6,0.05,0.09,0.14,0.05,0.14,Matches,4e219ad2
555,Mamadou Sylla,sn SEN,FWMF,Rayo Vallecano,27,1994,12,1,253,2.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.5,2.2,0.60,0.17,0.77,0.60,0.77,Matches,e5ec95f8
556,Mamadou Sylla,sn SEN,FW,Alavés,27,1994,13,4,394,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.05,0.02,0.07,0.05,0.07,Matches,e5ec95f8
557,Tachi,es ESP,DF,Alavés,23,1997,5,2,239,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches,8b625720
558,Renato Tapia,pe PER,MF,Celta Vigo,26,1995,29,13,1412,15.7,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.7,0.03,0.01,0.04,0.03,0.04,Matches,34269bdf
559,Cristian Tello,es ESP,FWMF,Betis,29,1991,23,5,819,9.1,2,2,2,0,0,2,0,0.22,0.22,0.44,0.22,0.44,1.7,1.7,2.0,3.7,0.19,0.22,0.40,0.19,0.40,Matches,72a99e38
560,Nahuel Tenaglia,ar ARG,DF,Alavés,25,1996,14,12,1073,11.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.02,0.03,0.05,0.02,0.05,Matches,66654daa
561,Marc Tenas,es ESP,FWMF,Alavés,20,2001,3,0,54,0.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.45,0.45,0.00,0.45,Matches,1c5d79e2
562,Marc-André ter Stegen,de GER,GK,Barcelona,29,1992,35,35,3150,35.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,6f51e382
563,David Timor,es ESP,MF,Getafe,31,1989,7,3,341,3.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches,174651c8
564,Raúl de Tomás,es ESP,FW,Espanyol,26,1994,34,33,2914,32.4,17,3,12,5,5,7,2,0.53,0.09,0.62,0.37,0.46,14.6,10.8,1.7,12.5,0.45,0.05,0.50,0.33,0.39,Matches,02ef8778
565,Raúl Torrente,es ESP,DF,Granada,19,2001,18,15,1282,14.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.2,0.02,0.06,0.08,0.02,0.08,Matches,4d753a3f
566,Ferrán Torres,es ESP,FW,Barcelona,21,2000,18,17,1412,15.7,4,4,3,1,1,1,0,0.25,0.25,0.51,0.19,0.45,7.2,6.4,3.0,9.4,0.46,0.19,0.65,0.41,0.60,Matches,9e1035f8
567,Óliver Torres,es ESP,MFFW,Sevilla,26,1994,26,11,1008,11.2,2,3,2,0,0,2,0,0.18,0.27,0.45,0.18,0.45,0.9,0.9,1.9,2.8,0.08,0.17,0.25,0.08,0.25,Matches,58a9a4d9
568,Pau Torres,es ESP,DF,Villarreal,24,1997,33,33,2855,31.7,5,1,5,0,0,5,0,0.16,0.03,0.19,0.16,0.19,3.2,3.2,1.1,4.3,0.10,0.04,0.14,0.10,0.14,Matches,532e1e4f
569,Roberto Torres,es ESP,MFFW,Osasuna,32,1989,28,6,809,9.0,2,2,0,2,2,3,0,0.22,0.22,0.44,0.00,0.22,2.0,0.4,2.1,2.5,0.22,0.23,0.45,0.05,0.28,Matches,d733aa38
